,year,name,coalition,party_code,votes,vote_share,parliament_code_digits,constituency,state,winner,total_votes,gender,results_added,coal_or_party
270,2022,AZAHARI HASAN,PN,BERSATU,0,0,061,PADANG RENGAS,Perak,0,0,F,0,PN
271,2022,MOHD ARRIF ABDUL MAJID,BN,UMNO,0,0,061,PADANG RENGAS,Perak,0,0,F,0,BN
272,2022,MUHAMMAD KAMIL ABDUL MUNIM,PH,PKR,0,0,061,PADANG RENGAS,Perak,0,0,F,0,PH
273,2022,NGEH KOO HAM,PH,DAP,0,0,068,BERUAS,Perak,0,0,F,0,DAP
274,2022,ONG KEAN SING,PN,GERAKAN,0,0,068,BERUAS,Perak,0,0,F,0,PN
275,2022,DING SIEW CHEE,BN,MCA,0,0,068,BERUAS,Perak,0,0,F,0,BN
276,2022,TENGKU RAZALEIGH HAMZAH,BN,UMNO,0,0,032,GUA MUSANG,Kelantan,0,0,F,0,BN
277,2022,MOHD AZIZI ABU NAIM,PN,BERSATU,0,0,032,GUA MUSANG,Kelantan,0,0,F,0,PN
278,2022,SAMSU ADABI MAMAT,GTA,PEJUANG,0,0,032,GUA MUSANG,Kelantan,0,0,F,0,PEJUANG
279,2022,ASHARUN UJI,PH,PKR,0,0,032,GUA MUSANG,Kelantan,0,0,F,0,PH
280,2022,ROSNI ADAM,PN,PAS,0,0,119,TITIWANGSA,KL,0,0,M,0,PAS
281,2022,KHALID ABD SAMAD,PH,AMANAH,0,0,119,TITIWANGSA,KL,0,0,F,0,PH
282,2022,KHAIRUDDIN ABU HASSAN,GTA,PEJUANG,0,0,119,TITIWANGSA,KL,0,0,F,0,PEJUANG
283,2022,JOHARI ABDUL GHANI,BN,UMNO,0,0,119,TITIWANGSA,KL,0,0,F,0,BN
284,2022,RAFIZI RAMLI,PH,PKR,0,0,100,PANDAN,Selangor,0,0,F,0,PH
285,2022,ONG TEE KEAT,,WARISAN,0,0,100,PANDAN,Selangor,0,0,F,0,WARISAN
286,2022,MUHAMMAD FARIQUE ZUBIR ALBAKRI,PN,PAS,0,0,100,PANDAN,Selangor,0,0,F,0,PAS
287,2022,NADIA HANAFIAH,GTA,DIRECT,0,0,100,PANDAN,Selangor,0,0,M,0,GTA
288,2022,LEONG KOK WEE,BN,MCA,0,0,100,PANDAN,Selangor,0,0,F,0,BN
289,2022,ZAKRI HASSAN,PN,BERSATU,0,0,002,KANGAR,Perlis,0,0,F,0,PN
290,2022,FATHUL BARI MAT JAHYA,BN,UMNO,0,0,002,KANGAR,Perlis,0,0,F,0,BN
291,2022,ROHIMI SHAPIEE,,WARISAN,0,0,002,KANGAR,Perlis,0,0,F,0,WARISAN
292,2022,NOOR AMIN AHMAD,PH,PKR,0,0,002,KANGAR,Perlis,0,0,F,0,PH
293,2022,NUR SULAIMAN ZOLKAPLI,GTA,PEJUANG,0,0,002,KANGAR,Perlis,0,0,F,0,PEJUANG
294,2022,JAMAL MD YUNOS,BN,UMNO,0,0,093,SUNGAI BESAR,Selangor,0,0,F,0,BN
295,2022,ASMAWAR SAMAD,GTA,PUTRA,0,0,093,SUNGAI BESAR,Selangor,0,0,F,0,PUTRA
296,2022,MUSLIMIN YAHAYA,PN,BERSATU,0,0,093,SUNGAI BESAR,Selangor,0,0,F,0,PN
297,2022,SAIPOLYAZAN MAT YUSOP,PH,PKR,0,0,093,SUNGAI BESAR,Selangor,0,0,F,0,PH
298,2022,MOHD HELMY ABD LATIF,BN,UMNO,0,0,146,MUAR,Johor,0,0,F,0,BN
299,2022,ABDULLAH HUSIN,PN,PAS,0,0,146,MUAR,Johor,0,0,F,0,PAS
300,2022,SYED SADDIQ SYED ABDUL RAHMAN,PH,MUDA,0,0,146,MUAR,Johor,0,0,F,0,MUDA
301,2022,NGA KOR MING,PH,DAP,0,0,076,TELUK INTAN,Perak,0,0,F,0,DAP
302,2022,MURUGIAH THOPASAMY,BN,MIC,0,0,076,TELUK INTAN,Perak,0,0,F,0,BN
303,2022,AMIR KHUSYAIRI MOHAMAD TANUSI,GTA,IMAN,0,0,076,TELUK INTAN,Perak,0,0,F,0,GTA
304,2022,ZAINOL FADZI PAHARUDIN,PN,BERSATU,0,0,076,TELUK INTAN,Perak,0,0,F,0,PN
305,2022,MOHD ISAM MOHD ISA,BN,UMNO,0,0,133,TAMPIN,Negeri Sembilan,0,0,F,0,BN
306,2022,ZAMANI IBRAHIM,GTA,BERJASA,0,0,133,TAMPIN,Negeri Sembilan,0,0,F,0,GTA
307,2022,ABDUL HALIM ABU BAKAR,PN,PAS,0,0,133,TAMPIN,Negeri Sembilan,0,0,F,0,PAS
308,2022,MUHAMMAD FAIZ FADZIL,PH,AMANAH,0,0,133,TAMPIN,Negeri Sembilan,0,0,F,0,PH
309,2022,ANG HIANG NI,PN,GERAKAN,0,0,104,SUBANG,Selangor,0,0,F,0,PN
310,2022,KOW CHEONG WEI,BN,MCA,0,0,104,SUBANG,Selangor,0,0,F,0,BN
311,2022,WONG CHEN,PH,PKR,0,0,104,SUBANG,Selangor,0,0,F,0,PH
312,2022,HAMZAH ABD RAHMAN,GTA,PUTRA,0,0,017,PADANG SERAI,Kedah,0,0,F,0,PUTRA
313,2022,M KARUPAIYA,PH,PKR,0,0,017,PADANG SERAI,Kedah,0,0,F,0,PH
314,2022,SIVARAJ CHANDRAN,BN,MIC,0,0,017,PADANG SERAI,Kedah,0,0,F,0,BN
315,2022,AZMAN NASRUDIN,PN,BERSATU,0,0,017,PADANG SERAI,Kedah,0,0,F,0,PN
316,2022,MOHD BAKHRI HASHIM,,WARISAN,0,0,017,PADANG SERAI,Kedah,0,0,F,0,WARISAN
317,2022,ANANDA AK,,IND,0,0,017,PADANG SERAI,Kedah,0,0,F,0,BEBAS
318,2022,SHAMSUL ANUAR NASARAH,BN,UMNO,0,0,055,LENGGONG,Perak,0,0,F,0,BN
319,2022,JUREY LATIFF MOHD ROSLI,PH,PKR,0,0,055,LENGGONG,Perak,0,0,F,0,PH
320,2022,MUHAMMAD RIFAAT RAZMAN,PN,PAS,0,0,055,LENGGONG,Perak,0,0,F,0,PAS
321,2022,ABDUL RASHID ASARI,PN,BERSATU,0,0,097,SELAYANG,Selangor,0,0,F,0,PN
322,2022,CHAN WUN HOONG,BN,MCA,0,0,097,SELAYANG,Selangor,0,0,F,0,BN
323,2022,SALLEH AMIRUDDIN,GTA,PEJUANG,0,0,097,SELAYANG,Selangor,0,0,F,0,PEJUANG
324,2022,MUHAMMAD ZAKI OMAR,,IND,0,0,097,SELAYANG,Selangor,0,0,F,0,BEBAS
325,2022,WILLIAM LEONG JEE KEEN,PH,PKR,0,0,097,SELAYANG,Selangor,0,0,F,0,PH
326,2022,MOHAMAD EZAM MOHD NOR,,PRM,0,0,105,PETALING JAYA,Selangor,0,0,F,0,PRM
327,2022,K J JOHN,,IND,0,0,105,PETALING JAYA,Selangor,0,0,F,0,BEBAS
328,2022,CHEW HIAN TAT,BN,MCA,0,0,105,PETALING JAYA,Selangor,0,0,F,0,BN
329,2022,MAZWEEN MOKHTAR,GTA,DIRECT,0,0,105,PETALING JAYA,Selangor,0,0,M,0,GTA
330,2022,THENG BOOK,PN,BERSATU,0,0,105,PETALING JAYA,Selangor,0,0,F,0,PN
331,2022,LEE CHEAN CHUNG,PH,PKR,0,0,105,PETALING JAYA,Selangor,0,0,F,0,PH
332,2022,STEVEN SIM CHEE KEONG,PH,DAP,0,0,045,BUKIT MERTAJAM,Penang,0,0,F,0,DAP
333,2022,TAN YANG PANG,BN,MCA,0,0,045,BUKIT MERTAJAM,Penang,0,0,F,0,BN
334,2022,STEVEN KOH TIEN YEW,PN,PAS,0,0,045,BUKIT MERTAJAM,Penang,0,0,F,0,PAS
335,2022,SAW YEE FUNG,BN,MCA,0,0,052,BAYAN BARU,Penang,0,0,M,0,BN
336,2022,JEFF OOI CHUAN AUN,,WARISAN,0,0,052,BAYAN BARU,Penang,0,0,F,0,WARISAN
337,2022,RAVINDER SINGH,,PRM,0,0,052,BAYAN BARU,Penang,0,0,F,0,PRM
338,2022,KAN CHEE YUEN,,IND,0,0,052,BAYAN BARU,Penang,0,0,F,0,BEBAS
339,2022,SIM TZE TZIN,PH,PKR,0,0,052,BAYAN BARU,Penang,0,0,F,0,PH
340,2022,OH TONG KEONG,PN,GERAKAN,0,0,052,BAYAN BARU,Penang,0,0,F,0,PN
341,2022,TAN NAM CHA,PN,BERSATU,0,0,162,ISKANDAR PUTERI,Johor,0,0,F,0,PN
342,2022,TEOH SEW HOCK,BN,MCA,0,0,162,ISKANDAR PUTERI,Johor,0,0,F,0,BN
343,2022,LIEW CHIN TONG,PH,DAP,0,0,162,ISKANDAR PUTERI,Johor,0,0,F,0,DAP
344,2022,SYERLEENA ABDUL RASHID,PH,DAP,0,0,048,BUKIT BENDERA,Penang,0,0,M,0,DAP
345,2022,TEH YEE CHEU,,PRM,0,0,048,BUKIT BENDERA,Penang,0,0,F,0,PRM
346,2022,HNG CHEE WEY,PN,GERAKAN,0,0,048,BUKIT BENDERA,Penang,0,0,F,0,PN
347,2022,RICHIE HUAN XIN YUN,BN,PCM,0,0,048,BUKIT BENDERA,Penang,0,0,F,0,BN
348,2022,RAZALIF ZAIN,,IND,0,0,048,BUKIT BENDERA,Penang,0,0,F,0,BEBAS
349,2022,SYED HAIROUL FAIZEY SYED ALI,GTA,PUTRA,0,0,140,SEGAMAT,Johor,0,0,F,0,PUTRA
350,2022,RAMASAMY MUTHUSAMY,BN,MIC,0,0,140,SEGAMAT,Johor,0,0,F,0,BN
351,2022,YUNESWARAN RAMARAJ,PH,PKR,0,0,140,SEGAMAT,Johor,0,0,F,0,PH
352,2022,POOBALAN PONNUSAMY,PN,BERSATU,0,0,140,SEGAMAT,Johor,0,0,F,0,PN
353,2022,RAFIEI MUSTAPHA,PN,PAS,0,0,132,PORT DICKSON,Negeri Sembilan,0,0,F,0,PAS
354,2022,P KAMALANATHAN,BN,MIC,0,0,132,PORT DICKSON,Negeri Sembilan,0,0,F,0,BN
355,2022,RANI KULUP,,IND,0,0,132,PORT DICKSON,Negeri Sembilan,0,0,F,0,BEBAS
356,2022,AHMAD IDHAM AHMAD NAZRI,GTA,DIRECT,0,0,132,PORT DICKSON,Negeri Sembilan,0,0,F,0,GTA
357,2022,AMINUDDIN HARUN,PH,PKR,0,0,132,PORT DICKSON,Negeri Sembilan,0,0,F,0,PH
358,2022,MOHAMAD NOR SUNDARI,GTA,BERJASA,0,0,082,INDERA MAHKOTA,Pahang,0,0,F,0,GTA
359,2022,SAIFUDDIN ABDULLAH,PN,BERSATU,0,0,082,INDERA MAHKOTA,Pahang,0,0,F,0,PN
360,2022,ZURAIDI ISMAIL,PH,PKR,0,0,082,INDERA MAHKOTA,Pahang,0,0,F,0,PH
361,2022,QUEK TAI SEONG,BN,MCA,0,0,082,INDERA MAHKOTA,Pahang,0,0,F,0,BN
362,2022,ISMAIL MOHAMED SAID,BN,UMNO,0,0,087,KUALA KRAU,Pahang,0,0,F,0,BN
363,2022,KAMAL ASHAARI,PN,PAS,0,0,087,KUALA KRAU,Pahang,0,0,F,0,PAS
364,2022,JUHARI OSMAN,PH,AMANAH,0,0,087,KUALA KRAU,Pahang,0,0,F,0,PH
365,2022,SHAHRUDDIN MOHAMED SALLEH,GTA,PEJUANG,0,0,087,KUALA KRAU,Pahang,0,0,F,0,PEJUANG
366,2022,PRABAGARAN VYTHILINGAM,PN,GERAKAN,0,0,117,SEGAMBUT,KL,0,0,F,0,PN
367,2022,DANIEL LING SIA CHIN,BN,MCA,0,0,117,SEGAMBUT,KL,0,0,F,0,BN
368,2022,HANNAH YEOH TSEOW SUAN,PH,DAP,0,0,117,SEGAMBUT,KL,0,0,M,0,DAP
369,2022,MD SALLEHEEN MOHAMAD,BN,UMNO,0,0,141,SEKIJANG,Johor,0,0,F,0,BN
370,2022,UZZAIR ISMAIL,PN,BERSATU,0,0,141,SEKIJANG,Johor,0,0,F,0,PN
371,2022,MOHD ZOHAR AHMAD,,WARISAN,0,0,141,SEKIJANG,Johor,0,0,F,0,WARISAN
372,2022,ZALIHA MUSTAFA,PH,PKR,0,0,141,SEKIJANG,Johor,0,0,M,0,PH
373,2022,MUHD SAIFUL FAIZAL ABD HALIM,GTA,PUTRA,0,0,141,SEKIJANG,Johor,0,0,F,0,PUTRA
374,2022,ZAIROL HIZAM ZAKARIA,GTA,PUTRA,0,0,073,PASIR SALAK,Perak,0,0,F,0,PUTRA
375,2022,NIK OMAR NIK AB AZIZ,PH,PKR,0,0,073,PASIR SALAK,Perak,0,0,F,0,PH
376,2022,JAMALUDDIN YAHYA,PN,PAS,0,0,073,PASIR SALAK,Perak,0,0,F,0,PAS
377,2022,KHAIRUL AZWAN HARUN,BN,UMNO,0,0,073,PASIR SALAK,Perak,0,0,F,0,BN
378,2022,MAIZATULAKMAM OTHMAN @ IBRAHIM,BN,UMNO,0,0,013,SIK,Kedah,0,0,M,0,BN
379,2022,LATIPAH MOHAMAD YATIM,PH,AMANAH,0,0,013,SIK,Kedah,0,0,M,0,PH
380,2022,AHMAD TARMIZI SULAIMAN,PN,PAS,0,0,013,SIK,Kedah,0,0,F,0,PAS
381,2022,MUHAMMAD FARHAN ABDUL RAHIM,PN,BERSATU,0,0,071,GOPENG,Perak,0,0,F,0,PN
382,2022,TING ZHAO SONG,BN,MCA,0,0,071,GOPENG,Perak,0,0,M,0,BN
383,2022,TAN KAR HING,PH,PKR,0,0,071,GOPENG,Perak,0,0,F,0,PH
384,2022,BALACHANDRAN GOPAL,,WARISAN,0,0,071,GOPENG,Perak,0,0,F,0,WARISAN
385,2022,RODZIAH ISMAIL,PH,PKR,0,0,099,AMPANG,Selangor,0,0,M,0,PH
386,2022,IVONE LOW YI WEN,BN,MCA,0,0,099,AMPANG,Selangor,0,0,M,0,BN
387,2022,M RAVEEN,,IND,0,0,099,AMPANG,Selangor,0,0,F,0,BEBAS
388,2022,ZURAIDA KAMARUDDIN,,PBM,0,0,099,AMPANG,Selangor,0,0,M,0,PBM
389,2022,NURUL ASHIKIN MABAHWI,GTA,PEJUANG,0,0,099,AMPANG,Selangor,0,0,M,0,PEJUANG
390,2022,LAI WAI CHONG,,WARISAN,0,0,099,AMPANG,Selangor,0,0,F,0,WARISAN
391,2022,SASHA LYNA ABDUL LATIF,PN,BERSATU,0,0,099,AMPANG,Selangor,0,0,M,0,PN
392,2022,MUHAMMAD SHAFIQ IZWAN MOHD YUNOS,,IND,0,0,099,AMPANG,Selangor,0,0,F,0,BEBAS
393,2022,TAN HUA MENG,,IND,0,0,099,AMPANG,Selangor,0,0,F,0,BEBAS
394,2022,MOHD ZAIDI MOHD SAID,BN,UMNO,0,0,044,PERMATANG PAUH,Penang,0,0,F,0,BN
395,2022,MUHAMMAD FAWWAZ MAT JAN,PN,PAS,0,0,044,PERMATANG PAUH,Penang,0,0,F,0,PAS
396,2022,NASIR OTHMAN,GTA,PUTRA,0,0,044,PERMATANG PAUH,Penang,0,0,F,0,PUTRA
397,2022,NURUL IZZAH ANWAR,PH,PKR,0,0,044,PERMATANG PAUH,Penang,0,0,M,0,PH
398,2022,ABE WAE REDZUAN,,IND,0,0,020,PENGKALAN CHEPA,Kelantan,0,0,F,0,BEBAS
399,2022,NIK FAIZAH NIK OTHMAN,PH,AMANAH,0,0,020,PENGKALAN CHEPA,Kelantan,0,0,M,0,PH
400,2022,WAN AHMAD NASRI WAN ISMAIL,GTA,PEJUANG,0,0,020,PENGKALAN CHEPA,Kelantan,0,0,F,0,PEJUANG
401,2022,AHMAD MARZUK SHAARY,PN,PAS,0,0,020,PENGKALAN CHEPA,Kelantan,0,0,F,0,PAS
402,2022,MOHD HAFIEZULNIEZAM MOHD HASDIN,BN,UMNO,0,0,020,PENGKALAN CHEPA,Kelantan,0,0,F,0,BN
403,2022,MOHAMED KHALED NORDIN,BN,UMNO,0,0,156,KOTA TINGGI,Johor,0,0,F,0,BN
404,2022,MOHAMAD RIDHWAN RASMAN,PN,BERSATU,0,0,156,KOTA TINGGI,Johor,0,0,F,0,PN
405,2022,ONN JAAFAR,PH,AMANAH,0,0,156,KOTA TINGGI,Johor,0,0,F,0,PH
406,2022,MOHD SANY HAMZAN,PH,AMANAH,0,0,101,HULU LANGAT,Selangor,0,0,M,0,PH
407,2022,MARKIMAN KOBIRAN,GTA,PEJUANG,0,0,101,HULU LANGAT,Selangor,0,0,F,0,PEJUANG
408,2022,ABDUL RAHMAN JAAFAR,,WARISAN,0,0,101,HULU LANGAT,Selangor,0,0,F,0,WARISAN
409,2022,JOHAN ABD AZIZ,BN,UMNO,0,0,101,HULU LANGAT,Selangor,0,0,F,0,BN
410,2022,MOHAMED MUSTAFA,,IND,0,0,101,HULU LANGAT,Selangor,0,0,F,0,BEBAS
411,2022,MOHD RADZI ABD LATIF,PN,BERSATU,0,0,101,HULU LANGAT,Selangor,0,0,F,0,PN
412,2022,GOBIND SINGH DEO,PH,DAP,0,0,106,DAMANSARA,Selangor,0,0,F,0,DAP
